Table ac_average_period;;;;
"Table to save aircraft average cycles, hours etc. for a certain period of time";;;;
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"creator of entry"
;created_date;DATE;int;"created date"
Table newsletter_attachment;;;;
"Table to link a newsletter and attachments in storage engine";;;;
Keys;Name;Mime-Type;Type;Description
[P];newsletter_attachmentno_i;INT;int;"Primary key`s of the table newsletter_attachment"
[I];newsletterno_i;INT;int;"Id of the related newsletter"
;storage_id;INT;int;"Id of the attachment in storage engine"
;mutation;DATE_INT;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE_INT;int;"The creation date of this record as AMOS date."
Table newsletter_category;;;;
"Table to link newsletter and contact_info_mail_category";;;;
Keys;Name;Mime-Type;Type;Description
[P];no_i;INT;int;"Primary key`s first column"
[I];newsletterno_i;INT;int;"The no_i from newsletters table"
[I];categoryno_i;INT;int;"The no_i from contact_info_mail_category table"
;mutation;DATE_INT;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE_INT;int;"The creation date of this record as AMOS date."
Table newsletter_rec_history;;;;
"History of recipients of a newsletter";;;;
Keys;Name;Mime-Type;Type;Description
[P];newsletter_rec_historyno_i;INT;int;"Primary key`s first column"
[I];newsletterno_i;INT;int;"If a the corresponding newsletter"
;name;ALPHANUM;univarchar(100);"Name of the recipient"
;first_name;ALPHANUM;univarchar(100);"First name of the recipient"
;customer_code;AMOSCUS;univarchar(12);"Customer code of the recipient"
;mail;EMAIL;univarchar(100);"Mail address of the recipient"
;mutation;DATE_INT;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE_INT;int;"The creation date of this record as AMOS date."
Table newsletters;;;;
"table to store newsletter";;;;
Keys;Name;Mime-Type;Type;Description
;source;INT;int;"Source of the newsletter"
;sender;ALPHANUM;univarchar(100);"Sender of the newsletter"
[P];newslettersno_i;INT;int;"Primary key of the table newsletter"
;type;ALPHANUM;univarchar(20);"Type of the newsletter"
;subject;ALPHANUM;univarchar(200);"The subject of the newsletter"
;message;ALPHANUM;unitext(1073741823);"The body message of the newsletter"
;versions;ALPHANUM;univarchar(200);"Versions concerned by the newsletter"
;template;INT;int;"Flag to define if the newsletter is a template"
;sent;INT;int;"Flag to define if the newsletter has been sent"
;mutation;DATE_INT;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE_INT;int;"The creation date of this record as AMOS date."
Table ng_global_setup;;;;
"holds the Global Settings for the Quicksave Panel";;;;
Keys;Name;Mime-Type;Type;Description
[P];global_id;INT;int;"The PK"
;properties;ALPHANUM;unitext(1073741823);"The Properties of the Global Quicksave Entry"
[I];setup_type;ALPHANUM;univarchar(8);"Type of setup: ""P"" - Default user properties like screen-size, toolbar-setup, etc. ""S"" - System generated (general) properties Other types for user-related settings stored in different applications"
;force_startup;ALPHANUM;univarchar(1);"When set to Y that forces these settings for all Users that do not have an own startup definition to use this global one."
;apply_to_all_comp;BOOL;univarchar(1);"To define whether this filter is applied to all components that use a ""setup_type"" with a ""-"" like ""A-MF"""
[I];recno;INT;int;"For the Ordering of the Global Entries"
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
Table ng_user_access;;;;
"This table keeps assignments between roles and APNs (AMOS Program Numbers)";;;;
Keys;Name;Mime-Type;Type;Description
[P];user_group;ROLE;univarchar(12);"A role as defined in table user_group"
[P,I];program_id;PRGID;int;"An AMOS-module or -license defined according their APN."
;read_write;ALPHANUM;univarchar(2);"For AMOS-modules, the value can be ""R"" for read-only access or ""W"" for full access. Licenses can only have ""Y"""
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
Table ng_user_setup;;;;
"Here user-depended settings are stored. Some applications also use this table to store global information (for example Shanghai stores the highscores here)";;;;
Keys;Name;Mime-Type;Type;Description
[P,I];login_sign;SG;univarchar(8);"Login-Sign to which the information is stored"
;properties;ALPHANUM;unitext(1073741823);"Property-File"
[P,I,I];setup_type;ALPHANUM;univarchar(8);"Type of setup: ""P"" - Default user properties like screen-size, toolbar-setup, etc. ""S"" - System generated (general) properties Other types for user-related settings stored in different applications"
;is_user_startup;BOOL;univarchar(1);"If this is set to `Y` the Quicksave panel tries to load this Settings when initialized."
[I];global_startup;INT;int;"Reference to a Global User Setting"
;apply_to_all_comp;BOOL;univarchar(1);"To define whether this filter is applied to all components that use a ""setup_type"" with a ""-"" like ""X-YZ"""
[P,I];recno;INT;int;"Counter to enable more than one setting per Login&Setup-Type"
;setup_value;ALPHANUM;univarchar(12);"More simple setup-value. Normally ""properties""-column is used."
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
Table note_codes;;;;
"all possible note types";;;;
Keys;Name;Mime-Type;Type;Description
[P];note_codeno_i;INT;int;"primary key"
;note_code;ALPHANUM;univarchar(2);"code of the note ..."
;description;ALPHANUM;univarchar(35);"description of note code"
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
Table notification;;;;
"Amos notification are stored in this table";;;;
Keys;Name;Mime-Type;Type;Description
;show_support_case;INT;int;"0 = Support case button not visible 1 = Support case button visible"
[P];notificationno_i;INT;int;"The primary key of the table notification"
;title;ALPHANUM;univarchar(500);"The title of the notification"
[I];subtitle;ALPHANUM;univarchar(500);"The subtitle of the notification"
;level_id;ALPHANUM;univarchar(1);"The level of the notification: W=WARNING E=ERROR"
[I];source;ALPHANUM;univarchar(64);"The source of the notification"
;body;ALPHANUM;unitext(1073741823);"The body of the notification"
;mutation;DATE_INT;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
[I];status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
[I];created_date;DATE_INT;int;"The creation date of this record as AMOS date."
Table notification_settings;;;;
"define settings of a notification source";;;;
Keys;Name;Mime-Type;Type;Description
;notify_error;INT;int;"if error must be notified"
[P];notification_settingsno_i;INT;int;"the primary key of the table notification_settings"
[U];source;ALPHANUM;univarchar(64);"the source of the notification"
;notify_warning;INT;int;"if warning must be notified"
;notify_info;INT;int;"if info must be notified"
;mutation;DATE_INT;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE_INT;int;"The creation date of this record as AMOS date."
Table object_tooltip;;;;
"This table keeps description of database-objects shown in instant-info and BasicData-Administration";;;;
Keys;Name;Mime-Type;Type;Description
[P,I];object_name;ALPHANUM;univarchar(30);"Database-Table Name"
[P];object_owner;ALPHANUM;univarchar(2);"""C"" = Information stored by customer ""S"" = Information stored by SWISS-AS (automatically distributed with the AMOS release-files)"
[P];object_type;ALPHANUM;univarchar(2);"""T"": Table-Level Information ""R"": Row-Level Information"
[P];object_pk;ALPHANUM;univarchar(40);"Primary-Key of the affected row (Only filled if object_type=""R"")"
;tooltip;HTML;unitext(1073741823);"Content of the description"
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
Table occ_action;;;;
"Occurrence action text";;;;
Keys;Name;Mime-Type;Type;Description
[P];actionno_i;INT;int;"Unique Primary key - action number"
[I];occno_i;INT;int;"Foreign key - occurrence number"
;header;ALPHANUM;univarchar(70);"header of the action text"
;state;INT;int;"state of the action text"
;description;ALPHANUM;unitext(1073741823);"action text"
;action_comment;ALPHANUM;unitext(1073741823);"comment"
[I];event_perfno_i;WO;int;"event_perfno_i assigned to the Action."
;action_date;DATE;int;"action date"
;action_time;TIME;int;"action time"
;sign;SG;univarchar(8);"The sign of the user which has signed the action"
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
;createdtime;TIME;int;"Time of creation of the record."
[I];action_typeno_i;INT;int;"Foreign Key to the Basic Table action_type"
[I];severity_no_i;INT;int;"Severity Code of the Occurrence Foreign Key to the Basic Table risk_severity"
[I];probability_no_i;INT;int;"Probability of the Occurrence Foreign Key to the Basic Table risk_probability"
Table occ_conclusion;;;;
"Occurrence conclusion text";;;;
Keys;Name;Mime-Type;Type;Description
[P];conclusionno_i;INT;int;"Unique Primary key - conclusion number"
[I];occno_i;INT;int;"Foreign key - occurrence number"
;header;ALPHANUM;univarchar(70);"header of the conclusion"
;description;ALPHANUM;unitext(1073741823);"conclusion text"
;conclusion_date;DATE;int;"Date of conclusion"
;conclusion_time;TIME;int;"Time of Conclusion"
;sign;ALPHANUM;univarchar(8);"The sign of the user which has signed the conclusion"
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
;createdtime;TIME;int;"Time of creation of the record."
Table occ_conseq;;;;
"Occurrence Table for the consequence entries of an Occurrence.";;;;
Keys;Name;Mime-Type;Type;Description
[P];conseqno_i;INT;int;"Unique primary key"
[I];occno_i;INT;int;"Foreign key - Occurrence number"
;header;ALPHANUM;univarchar(70);"header of the consequence"
[I];conseq_type;ALPHANUM;univarchar(6);"Type of Consequence."
;description;ALPHANUM;unitext(1073741823);"Description text of the consequence entry."
;conseq_date;DATE;int;"Date of consequence."
;conseq_time;TIME;int;"Time of consequence."
;sign;SG;univarchar(8);"The sign of the user which has signed the consequence"
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
;createdtime;TIME;int;"Time of creation of the record."
Table occ_description;;;;
"occurrence description";;;;
Keys;Name;Mime-Type;Type;Description
[P];descno_i;INT;int;"Unique primary key - description number"
[I];occno_i;INT;int;"Foreign key - Occurrence number"
;header;ALPHANUM;univarchar(70);"header of the description"
;state;INT;int;"state of the description"
;description;ALPHANUM;unitext(1073741823);"description text"
;desc_comment;ALPHANUM;unitext(1073741823);"comment text"
;desc_date;DATE;int;"description date"
;desc_time;TIME;int;"description time"
;sign;SG;univarchar(8);"The sign of the user which has signed the description"
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
;createdtime;TIME;int;"Time of creation of the record."
Table occ_flight;;;;
"occurrence reporting flight relevant data";;;;
Keys;Name;Mime-Type;Type;Description
[P];occ_flight_noi;INT;int;"Unique PK of the table. Defined by parameter -280"
[I];occno_i;INT;int;"Foreign key - occurrence number"
[I];ac_registry;AC;univarchar(6);"Ac Registry"
;ata_chapter;ATA;univarchar(12);"ATA Chapter concerned"
;ac_position;ALPHANUM;univarchar(14);"Position / Location"
;show_flightinfo;BOOL;univarchar(1);"Option to choose if Flight Information should be displayed on the EASA report. If option is set to `Y` the Flight Information are printed into the 8. Details section of the EASA report otherwise the section won`t appear on the printout."
[I];flight_legno_i;LEG;int;"Associated flight leg for the occurrence"
;flight_number;LEG;univarchar(8);"leg/flight number"
;flight_from;STA;univarchar(4);"leg/flight from"
;flight_to;STA;univarchar(4);"leg/flight to"
;flight_nature;INT;int;"flight nature"
;flight_phase;INT;int;"flight phase"
;flight_fl;INT;int;"flight FL/ALT/HT (FT)"
;flight_ias;INT;int;"flight IAS (KT)"
;etops;ALPHANUM;univarchar(8);"etops"
;tcas;ALPHANUM;univarchar(1);"TCAS entry"
;env_wind_dirn;ALPHANUM;univarchar(7);"environmental details  wind direction"
;env_wind_speed;INT;int;"environmental details  wind speed"
;env_cloud_type;ALPHANUM;univarchar(7);"environmental details  cloud type"
;env_cloud_ht;INT;int;"environmental details  cloud HT"
;env_cloud_8;INT;int;"environmental details  cloud 8th"
;env_precipitation_type;ALPHANUM;univarchar(1);"environmental details  precipitation_type"
;env_precipitation_strength;ALPHANUM;univarchar(1);"environmental details  precipitation strength"
;env_other_visibility;INT;int;"environmental details  Other conditions visibility"
;env_other_icing;ALPHANUM;univarchar(1);"environmental details  other meteorological conditions Icing"
;env_other_turbulence;ALPHANUM;univarchar(1);"environmental details  other meteorological conditions turbulence"
;env_other_oat;INT;int;"environmental details  other meteorological conditions OAT (C)"
;env_runway_state;ALPHANUM;univarchar(1);"environmental details  runway state"
;env_runway_cat;ALPHANUM;univarchar(1);"environmental details  runway category"
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
;createdtime;TIME;int;"Time of creation of the record."
;flight_date;DATE;int;"Date of flight entry"
;flight_time;TIME;int;"Time of flight entry"
Table occ_parts;;;;
"Occurrence Part table";;;;
Keys;Name;Mime-Type;Type;Description
;event_other;BOOL;univarchar(1);"Part event other"
;part_unknown;BOOL;univarchar(1);"Part event unknown"
;lotc_lopc;BOOL;univarchar(1);"Part event LOTC/LOPC"
;event_shutdown;BOOL;univarchar(1);"Part event shutdown"
;fire;BOOL;univarchar(1);"Part event fire"
;uncontained_failure;BOOL;univarchar(1);"Part event uncontained failure"
[P];partno_i;INT;int;"Unique primary key - partno_i"
[I];occno_i;INT;int;"Unique Primary key - Occurrence No, PSN"
;is_occurrence_resource;BOOL;univarchar(1);"Indicates if the entry is the resource linked to the occurrence. If yes, then serialno is mandatory and there can be only one such entry for the same occurrence. If no, then serialno is optional and there can be several such entries for the same occurrence."
[I];partno;PA;univarchar(32);"Partnumber	"
[I];serialno;ALPHANUM;univarchar(20);"serial no"
;part_date;DATE;int;"Date of part."
;part_time;TIME;int;"time of part"
;design;BOOL;univarchar(1);"Cause of defect/defective part condition design"
;production;BOOL;univarchar(1);"Cause of defect/defective part condition"
;inadequate_maint;BOOL;univarchar(1);"Cause of defect/defective part condition"
;operational;BOOL;univarchar(1);"Cause of defect/defective part condition"
;fatigue;BOOL;univarchar(1);"Cause of defect/defective part condition"
;corrosion;BOOL;univarchar(1);"Cause of defect/defective part condition"
;unapproved_parts;BOOL;univarchar(1);"Cause of defect/defective part condition"
;human_factor;BOOL;univarchar(1);"Cause of defect/defective part condition"
;other;ALPHANUM;univarchar(70);"Cause of defect/defective part condition"
;part_condition;ALPHANUM;univarchar(70);"Cause of defect/defective part condition"
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
;createdtime;TIME;int;"Time of creation of the record."
Table occ_records;;;;
"occurrence reporting records";;;;
Keys;Name;Mime-Type;Type;Description
[I];queryno_i;INT;int;"The id of a query (primary key of tech_query table)."
;feedback;ALPHANUM;univarchar(1);"reflects the feedback status: Y (YES) or N(NO), Null (Not applicable)"
;other;ALPHANUM;univarchar(70);"Cause of occurrence other"
;not_determined;BOOL;univarchar(1);"Cause of occurrence not determined"
;operational;BOOL;univarchar(1);"Cause of occurrence operational"
;human_factor;BOOL;univarchar(1);"Cause of occurrence human factor"
;unapproved_parts;BOOL;univarchar(1);"Cause of occurrence unapproved parts"
;fatigue;BOOL;univarchar(1);"Cause of occurrence fatigue"
;corrosion;BOOL;univarchar(1);"Cause of occurrence corrosion"
;repair;BOOL;univarchar(1);"Cause of occurrence repair"
;maintenance;BOOL;univarchar(1);"Cause of occurrence maintenance"
;production;BOOL;univarchar(1);"Cause of occurrence production"
;design;BOOL;univarchar(1);"Cause of occurrence design"
[P];occno_i;INT;int;"Unique primary key - Occurrence number"
[I];owner_amos_type;ALPHANUM;univarchar(8);"The Amos Type of the owner of the occurrence (AC, RO, SG or AD depending on the category of the resource involved)."
[I,I,I,I,I,I,I];owner_amos_key;INT;int;"Unique no i of the resource involved corresponding to the resource category."
[I];ext_occno;ALPHANUM;univarchar(36);"Field to store an identifying external (if available) authority occurrence no."
[I,I];occurrence_type;ALPHANUM;univarchar(6);"occurrence "
;safety_relevant;BOOL;univarchar(1);"safety relevant Y/N"
;header;ALPHANUM;univarchar(60);"header of the occurrence"
[I];auth_address_i;AD;int;"local aviation authority address"
[I];occ_date;DATE;int;"occurrence date"
;occ_time;TIME;int;"occurrence time"
;publish;BOOL;univarchar(1);"if report is voluntary can the information be published in the interests of safety"
[I];issuer_approvalno;ALPHANUM;univarchar(36);"report organisation and approval reference"
;issuer_sign;SG;univarchar(8);"Reporter Sign"
;issuer_date;DATE;int;"Reporter Date"
;issuer_time;TIME;int;"Reporter Time"
[I];issuer_address_i;AD;int;"Reporter address"
;confidential;ALPHANUM;univarchar(1);"confidential occurrence"
[I,I];confidential_type;ALPHANUM;univarchar(6);"Field for an selected confidential type. Only valid if occurrence is marked as confidential."
;manufact_advise;BOOL;univarchar(1);"Manufacturer advised"
[I];closer_approvalno;ALPHANUM;univarchar(36);"closer approvalno"
;closer_sign;SG;univarchar(8);"closer sign"
;closer_date;DATE;int;"closer date"
;closer_time;TIME;int;"closer time"
[I];closer_address_i;AD;int;"Address of closer"
[I];event_perfno_i;WO;int;"linked event_perfno_i"
[I];dailyrecno_i;INT;int;"linked Aircraft Event"
;incident;ALPHANUM;univarchar(1);"Flag to mark occurrences as incidents."
[I,I];incident_type;ALPHANUM;univarchar(6);"Field for an selected incident type. Only valid if occurrence is marked as incident."
;accident;ALPHANUM;univarchar(1);"Flag to mark the occurrence as accident."
[I,I];accident_type;ALPHANUM;univarchar(6);"Field for an selected accident type. Only valid if occurrence is marked as accident."
;ground_phase;ALPHANUM;univarchar(6);"Flag to mark the Detection Phase Maintenance: Scheduled, Unscheduled, Maintenance, Ground Handling"
[I];report_type;ALPHANUM;univarchar(1);"Report Type "
[I];operations_phase;ALPHANUM;univarchar(6);"Flight phase code. Linked to a basic table. Field for an selected operations phase."
;system_monitoring;ALPHANUM;univarchar(1);"For any occurrence involving a system or component, which is monitored or protected by a warning and/or protection system, state whether such system(s) functioned properly. Y=Yes, N=No, Null=Not applicable"
[I];maint_approvalno;ALPHANUM;univarchar(36);"maintenance approval/organisation number"
;closed;BOOL;univarchar(1);"Flag to mark closed events."
[I];pm_publicationno_i;INT;int;"Foreign key. The publication number"
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
;createdtime;TIME;int;"Time of creation of the record."
;report_id;RGR;univarchar(20);"Report ID"
Table ocr_config;;;;
"default table description";;;;
Keys;Name;Mime-Type;Type;Description
;recognized_text;ALPHANUM;univarchar(1);"The whole recognized text for the reference image"
;template_img;IMG;image;"The reference image for this config."
;config_name;ALPHANUM;univarchar(128);"Display name for the configuration"
[P];ocr_configno_i;INT;int;"First column of the primary key"
;mutation;DATE_INT;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE_INT;int;"The creation date of this record as AMOS date."
Table ocr_labels;;;;
"default table description";;;;
Keys;Name;Mime-Type;Type;Description
;end_y;INT;int;"Relative end Y position of the label rectangle in percent of the reference image height."
;end_x;INT;int;"Relative end X position of the label rectangle in percent of the reference image width."
;start_y;INT;int;"Relative start Y position of the label rectangle in percent of the reference image height."
;start_x;INT;int;"Relative start X position of the label rectangle in percent of the reference image width."
;label_text;ALPHANUM;univarchar(255);"The text / name of the label"
[I];parent_config_i;INT;int;"ID of the parent configuration in ocr_config."
[P];ocr_labelsno_i;INT;int;"First column of the primary key"
;mutation;DATE_INT;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE_INT;int;"The creation date of this record as AMOS date."
Table od_charge_type;;;;
"This table defines the valid codes for the charges to be entered in Order Management/Invoice Checking.";;;;
Keys;Name;Mime-Type;Type;Description
;cost_type;CSTP;univarchar(10);"The cost type of the concerned Charge Type"
[P];charge_type;ALPHANUM;univarchar(6);"The code of the charge."
;description;ALPHANUM;univarchar(36);"Description of the charge."
;tax_flag;BOOL;univarchar(2);"Indicates if the charge is of type Tax (VAT) or not."
;affects_av_price;BOOL;univarchar(2);"Indicates if the charge shall be included in the average price calculation."
[I];accountno;ACC;univarchar(10);"The default account number on which this type of charge shall be booked."
;costcenter;CCT;univarchar(8);"The default cost center that shall be used when  this type of charge is used."
;costcenter2;CCT;univarchar(8);"The second default cost center that shall be used when  this type of charge is used."
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
Table od_customs_status;;;;
"Will hold customs information which can be printed on the order printouts.";;;;
Keys;Name;Mime-Type;Type;Description
[P];code;ALPHANUM;univarchar(5);"Short code of the status."
;description;ALPHANUM;univarchar(32);"Description that will be printed on the report."
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
Table od_detail;;;;
"Holds all information about the details on an order.";;;;
Keys;Name;Mime-Type;Type;Description
[I];payment_condition;ALPHANUM;univarchar(4);"Payment conditions for this order. Defined in Basic Administration."
[I];shipment_condition;ALPHANUM;univarchar(4);"Shipment conditions for this order detail. Defined in Basic Administration."
[I];incoterm_incoming;ALPHANUM;univarchar(4);"Incoming Incoterm. International commercial terms; are used to divide transaction costs and responsibilities between buyer and seller. Defined in Basic Administration."
[I];incoterm_outgoing;ALPHANUM;univarchar(4);"Outgoing Incoterm. International commercial terms; are used to divide transaction costs and responsibilities between buyer and seller. Defined in Basic Administration. Before it was stored in od_header.deliverycond."
[I];address_from;VD;univarchar(12);"Ship from address."
[I];address_via;VD;univarchar(12);"Drop to or via address."
[I];address_return;VD;univarchar(12);"Return to address (formally on header as goods_destination)"
[I];address_ship;VD;univarchar(12);"Ship to address"
[I];receive_at_locationno_i;LO;int;"Material should be received at this location for the replenishment process."
[I];external_demandno_i;INT;int;""
;direct_booking;BOOL;univarchar(1);"Defines if the linked pickslip on the order detail has to be booked automatically when received"
;serialno_setby;INT;int;"an integer value that indicate if the serialno has been set by the system or by the user 0 or null -> created by system 1 -> created by the user"
[I];pricebookno_i;PB1;int;"Holds the foreign key to the selected price book entry."
[I];material_lifecycle_id;INT;int;"Reference number to the booked part so that the correct owner change/exchange  can be performed at the end of thecycle"
;rxr;BOOL;univarchar(1);"indicate if this order has been created for RXR or not. if the value is null or contains N -> means false, not an RXR order if the value = Y -> means true, an RXR order"
[I];account_no;ACC;univarchar(10);"Account number to be used for the detail"
;ext_req_qty;DOUBLE;float;"The requested quantity expressed in the defined external mesure unit if exists."
;req_qty;DOUBLE;float;"The requested quantity on the order."
[I];requested_serialno;RO;univarchar(20);"The serial number requested"
[I];end_use;ALPHANUM;univarchar(2);"Intended customs end use of the ordered part. "
[I];transit_target_date;DATE;int;"Date on which the detail is expected at the transit point."
[P];detailno_i;INT;int;"Primary key for every order detail."
[I,I,I];orderno_i;INT;int;"Referenz to od_order_header"
[I];posno;INT;int;"Item position on order."
[I];order_type;ALPHANUM;univarchar(2);"Order type, will be filled and should be the same as in corresponding order header."
[I];ac_registr;AC;univarchar(6);"Holds the A/C registration for some orders, not all."
[I,I];state;ALPHANUM;univarchar(2);"O: Open C: Closed T: Temporary N: Vendor open This will be filled but do not use it, use backorder instead to determine the detail state."
